region,fixed_reliability,method,seed,p_mob,placement_trace_path,original_accepted_count,moved_count,moved_ratio,avg_original_delay,p95_original_delay,avg_updated_delay,p95_updated_delay,mobility_induced_qos_violation_ratio,updated_qos_violation_ratio,avg_delay_increment,p95_delay_increment,avg_ingress_backhaul_delay,avg_access_delay_delta
Arizona,0.999,DMDCA,3,0.0,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\DMDCA\seed3\placement_trace_Arizona_mdca_seed3.json,1165,0,0.0,0.06552359983712924,0.1313436277122078,0.06552359983712924,0.1313436277122078,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,0.999,DMDCA,3,0.05,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\DMDCA\seed3\placement_trace_Arizona_mdca_seed3.json,1165,54,0.0463519313304721,0.06552359983712924,0.1313436277122078,0.06575753640526348,0.13166401891296348,0.0,0.0,0.00023393656813423586,0.0,0.00023139303108051412,2.5435370537217258e-06
Arizona,0.999,DMDCA,3,0.1,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\DMDCA\seed3\placement_trace_Arizona_mdca_seed3.json,1165,100,0.08583690987124463,0.06552359983712924,0.1313436277122078,0.06594927758654916,0.13166401891296348,0.0,0.0,0.00042567774941991725,0.004680113923356466,0.00042791524319767593,-2.237493777758662e-06
Arizona,0.999,DMDCA,3,0.2,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\DMDCA\seed3\placement_trace_Arizona_mdca_seed3.json,1165,240,0.20600858369098712,0.06552359983712924,0.1313436277122078,0.06658974871362904,0.13380232500599432,0.0017167381974248926,0.0017167381974248926,0.001066148876499788,0.0066896441674554425,0.00106428596576818,1.862910731608288e-06
Arizona,0.999,MDCA,4,0.0,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\MDCA\seed4\placement_trace_Arizona_mdca_seed4.json,928,0,0.0,0.05580172800914164,0.11579276237859157,0.05580172800914164,0.11579276237859157,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,0.999,MDCA,4,0.05,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\MDCA\seed4\placement_trace_Arizona_mdca_seed4.json,928,40,0.04310344827586207,0.05580172800914164,0.11579276237859157,0.0560320946104819,0.11579276237859157,0.0,0.0,0.00023036660134025398,0.0,0.0002302893645999827,7.723674027126044e-08
Arizona,0.999,MDCA,4,0.1,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\MDCA\seed4\placement_trace_Arizona_mdca_seed4.json,928,91,0.0980603448275862,0.05580172800914164,0.11579276237859157,0.05630572170109464,0.11586797987014275,0.0,0.0,0.0005039936919529884,0.005124297792275141,0.0005085995246558703,-4.605832702881899e-06
Arizona,0.999,MDCA,4,0.2,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\MDCA\seed4\placement_trace_Arizona_mdca_seed4.json,928,176,0.1896551724137931,0.05580172800914164,0.11579276237859157,0.056760401210201386,0.11579276237859157,0.0,0.0,0.000958673201059744,0.006786255389870743,0.0009675421968304272,-8.868995770683068e-06
Arizona,0.999,DMDCA,4,0.0,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\DMDCA\seed4\placement_trace_Arizona_mdca_seed4.json,1136,0,0.0,0.06609161637345343,0.13566996652147784,0.06609161637345343,0.13566996652147784,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,0.999,DMDCA,4,0.05,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\DMDCA\seed4\placement_trace_Arizona_mdca_seed4.json,1136,54,0.04753521126760563,0.06609161637345343,0.13566996652147784,0.0663569015072786,0.13566996652147784,0.0,0.0,0.0002652851338251659,0.0,0.0002697249182252991,-4.43978440013326e-06
Arizona,0.999,DMDCA,4,0.1,D:\Study\Code_1\paper_data\mobility_stress\sim_runs\Arizona\R0p999\DMDCA\seed4\placement_trace_Arizona_mdca_seed4.json,1136,109,0.09595070422535211,0.06609161637345343,0.13566996652147784,0.06656784504132617,0.13580486947336318,0.0,0.0,0.000476228667872731,0.004914357928598607,0.0004740471143445193,2.181553528211768e-06
