experiment,region,x_name,x_value,method,total_runtime_s_mean,total_runtime_s_std,total_runtime_s_count,avg_runtime_per_slot_s_mean,avg_runtime_per_slot_s_std,avg_runtime_per_slot_s_count,avg_runtime_per_arrival_ms_mean,avg_runtime_per_arrival_ms_std,avg_runtime_per_arrival_ms_count,acceptance_ratio_mean,acceptance_ratio_std,acceptance_ratio_count,avg_cost_per_accepted_mean,avg_cost_per_accepted_std,avg_cost_per_accepted_count,avg_e2e_delay_accepted_mean,avg_e2e_delay_accepted_std,avg_e2e_delay_accepted_count,p95_e2e_delay_accepted_mean,p95_e2e_delay_accepted_std,p95_e2e_delay_accepted_count,total_arrivals_mean,total_arrivals_std,total_arrivals_count,total_accepted_mean,total_accepted_std,total_accepted_count,region_cloudlet_count_mean,region_cloudlet_count_std,region_cloudlet_count_count,total_runtime_s_ci95,avg_runtime_per_slot_s_ci95,avg_runtime_per_arrival_ms_ci95,acceptance_ratio_ci95,avg_cost_per_accepted_ci95,avg_e2e_delay_accepted_ci95,p95_e2e_delay_accepted_ci95,total_arrivals_ci95,total_accepted_ci95,region_cloudlet_count_ci95
length_sweep,Arizona,fixed_sfc_len,3.0,DMDCA,4.8190458999830295,0.14866594714722578,5,0.040158715833191916,0.0012388828928935475,5,1.3497997164345206,0.04252097978015088,5,0.7770873688,0.009655350656701693,5,67.8806440291,0.7239799253854603,5,0.07169555376,0.0005420439737607933,5,0.118074482,0.002146166254738011,5,3570.6,54.91174737704131,5,2774.6,50.559865506150274,5,314.0,0.0,5,0.13031144819415033,0.0010859287349512523,0.03727128209325811,0.008463288002673043,0.6345963843827884,0.00047512249147231366,0.0018811976655512467,48.132268760157146,44.3176761123595,0.0
length_sweep,Arizona,fixed_sfc_len,3.0,MDCA,4.03178888001712,0.07445357305276999,5,0.03359824066680934,0.0006204464421064181,5,1.1293538074673624,0.025910555845413817,5,0.6515893294999999,0.007053912212191905,5,67.59696354358,1.312251696932226,5,0.06476356306,0.00025151844261040243,5,0.11035668089999999,0.0007977669767459032,5,3570.6,54.91174737704131,5,2326.8,57.57343137246557,5,314.0,0.0,5,0.0652614342013862,0.0005438452850115527,0.022711603568418733,0.006183026667800614,1.1502393271885236,0.00022046563542652144,0.0006992735865616697,48.132268760157146,50.465337648726766,0.0
length_sweep,Arizona,fixed_sfc_len,6.0,DMDCA,7.763435700023547,0.1601274787141747,5,0.06469529750019623,0.0013343956559514548,5,2.15859494890724,0.045993616046945636,5,0.35912296154,0.008121938204331457,5,142.58330648902,3.2157935337268713,5,0.13702555646,0.0006473622171783525,5,0.19797653474,0.0036303534253871554,5,3596.6,19.086644545335854,5,1291.6,28.823601440486243,5,314.0,0.0,5,0.14035792356845375,0.0011696493630704494,0.04031518198870233,0.007119192726103588,2.8187673136628764,0.0005674380020809037,0.0031821450802738296,16.730181588972666,25.26500061349692,0.0
length_sweep,Arizona,fixed_sfc_len,6.0,MDCA,6.439761919993908,0.2943999891420117,5,0.05366468266661589,0.002453333242850097,5,1.7906097885908339,0.08351581765729046,5,0.16709459440000002,0.0032972982375627847,5,110.84237655784,2.721414519741835,5,0.12364485624000002,0.002162483178406438,5,0.1840608369,0.006901497650558368,5,3596.6,19.086644545335854,5,601.0,13.910427743243561,5,314.0,0.0,5,0.2580529682123214,0.0021504414017693456,0.0732048418274461,0.0028902093365020098,2.3854250015502916,0.0018955000797497088,0.006049429414135814,16.730181588972666,12.193027515756699,0.0
load_sweep,Alabama,arrival_rate,10.0,DMDCA,1.8826597400009633,0.12638281608570032,5,0.015688831166674695,0.0010531901340475023,5,1.5580442178019485,0.11274633352224249,5,0.80689154064,0.009064679074075278,5,63.74287383416,2.452285270781922,5,0.06837297964,0.0009053731011106447,5,0.11455644392,0.0022383922106208125,5,1209.0,33.511192160232056,5,975.4,23.006520814760318,5,137.0,0.0,5,0.11077942263854808,0.0009231618553212336,0.09882651866008224,0.00794554153271006,2.149522813750421,0.0007935945132406101,0.001962037280155633,29.37385504151608,20.16610463128663,0.0
load_sweep,Alabama,arrival_rate,10.0,MDCA,1.7822897000005469,0.08382373214457625,5,0.014852414166671223,0.0006985311012048012,5,1.4735839888152094,0.030161083651871725,5,0.6536787432600001,0.012506800318230024,5,62.40528958861999,2.3876246263730225,5,0.0628628345,0.0009524554492809694,5,0.10957367506,0.0030876958896820243,5,1209.0,33.511192160232056,5,790.0,10.793516572461451,5,137.0,0.0,5,0.07347474077557861,0.0006122895064631549,0.026437355461692038,0.010962693831490735,2.0928452599744625,0.0008348640110118829,0.002706484778044872,29.37385504151608,9.46093441473938,0.0
load_sweep,Alabama,arrival_rate,30.0,DMDCA,3.3131556400214324,0.13853304690455906,5,0.027609630333511936,0.001154442057537992,5,0.9262280945498371,0.03375064041911788,5,0.46379012924000007,0.005626372674049109,5,61.1280446065,2.2925082547106475,5,0.07801249219999999,0.0012797825392037436,5,0.12463804138000001,0.0018025381710178017,5,3576.6,36.90257443593876,5,1658.8,26.938819573247827,5,137.0,0.0,5,0.12142956952343424,0.0010119130793619514,0.029583740694429435,0.004931733092241067,2.009472084232866,0.0011217788555981292,0.001579994369914105,32.34653267353396,23.61291646535853,0.0
load_sweep,Alabama,arrival_rate,30.0,MDCA,2.78364578000037,0.09508173583707215,5,0.023197048166669752,0.0007923477986422684,5,0.7783176026090481,0.02627561785245042,5,0.4131923204,0.007930310613032704,5,64.4806497412,2.5522795695866733,5,0.07089653700000001,0.0009506948384277666,5,0.11606257285999999,0.0013757344180692374,5,3576.6,36.90257443593876,5,1477.8,30.687130853176875,5,137.0,0.0,5,0.08334281610214553,0.0006945234675178796,0.02303159452620339,0.006951223736464224,2.2371716811504445,0.0008333207675564039,0.001205884385693261,32.34653267353396,26.898456163876762,0.0
load_sweep,Alabama,arrival_rate,50.0,DMDCA,4.371157540008426,0.29403000057468887,5,0.03642631283340354,0.0024502500047890717,5,0.727400276167625,0.04674473203533727,5,0.32374225138,0.0046618571590377016,5,56.76069528328001,1.6965965664763833,5,0.08359774756,0.000280575139009417,5,0.13131866596,0.001652481201439005,5,6008.6,52.54331546448132,5,1945.2,29.953296980466106,5,137.0,0.0,5,0.25772865893404817,0.002147738824450401,0.040973564181042275,0.0040862979675289094,1.4871324591893025,0.0002459349527796304,0.0014484636367995795,46.05624665558408,26.25522241383607,0.0
load_sweep,Alabama,arrival_rate,50.0,MDCA,3.9118394999881274,0.3247446205134353,5,0.032598662499901065,0.0027062051709452937,5,0.6508968591483903,0.051090375271330424,5,0.29359503802,0.00641815976888329,5,60.655998301080004,1.9137289133560929,5,0.07671067758000001,0.00030332764611103977,5,0.12309007540000001,0.0015639006206077952,5,6008.6,52.54331546448132,5,1764.0,36.29049462324809,5,137.0,0.0,5,0.2846512103438022,0.0023720934195316846,0.04478268842424628,0.005625765081201528,1.6774573527822418,0.000265878404574441,0.001370819334311391,46.05624665558408,31.810021062551964,0.0
