region,method,base_method,seed,fixed_reliability,split_replica_count,out_dir,cmd,algo,time_slots,arrival_rate,mean_service_time,trace_seed,algo_seed,trace_hash,arrivals_per_slot,diversity,p_split,split_reliability_mode,mechanism,fixed_sfc_len,max_backup_level,explicit_split_replicas,split_enforce_distinct,strict_split_resource_ablation,split_replica_resource_scale,cap_base_min,cap_base_max,cap_scale,total_arrivals,total_accepted,total_rejected,acceptance_ratio,avg_cost_per_arrival,total_cost,total_cost_resource,avg_cost_per_accepted,final_utilization,avg_utilization_over_time,avg_leftover_capacity_sum_over_time,final_leftover_capacity_sum,final_leftover_capacity_min,final_leftover_capacity_max,final_leftover_capacity_avg,avg_e2e_delay_accepted,p95_e2e_delay_accepted,avg_access_delay_accepted,avg_processing_delay_accepted,avg_network_delay_accepted,avg_split_proc_overhead_accepted,avg_split_net_overhead_accepted,total_transmitted_bits_accepted,avg_transmitted_bits_per_accepted,total_split_transmitted_bits_accepted,avg_split_transmitted_bits_per_accepted,avg_split_overhead_ratio_accepted,p95_split_overhead_ratio_accepted,rga_accepted_total,rga_rejected_total,rga_rejection_ratio,mdca_rejected_total,mdca_capacity_rejected_total,mdca_reliability_rejected_total,mdca_qos_rejected_total,mdca_rejection_ratio,capacity_rejection_ratio,reliability_rejection_ratio,qos_rejected_total,qos_rejection_ratio,arrivals_per_slot_key
Alabama,DMDCA_V3,DMDCA,5,0.999,3,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p999\DMDCA_V3\seed5,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 5 --fixed_reliability 0.999 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p999\DMDCA_V3\seed5 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 3 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,2423446912683703478,14511603599290908763,242807615d01f26b618bf2474c8c191b5431614999303085f85b6b1352045e68,"[13, 19, 12, 12, 6, 12, 10, 7, 9, 12, 14, 7, 14, 11, 15, 13, 11, 13, 13, 11, 15, 12, 11, 14, 14, 14, 12, 10, 15, 8, 12, 8, 13, 14, 8, 10, 15, 16, 14, 15, 11, 9, 16, 15, 16, 18, 15, 13, 7, 10, 9, 10, 11, 16, 9, 9, 10, 8, 9, 11, 13, 15, 9, 14, 10, 13, 9, 17, 8, 24, 17, 8, 6, 5, 12, 12, 9, 11, 18, 10, 13, 13, 13, 13, 6, 14, 6, 11, 11, 8, 14, 11, 19, 8, 12, 14, 17, 11, 14, 11, 8, 22, 10, 14, 18, 10, 7, 8, 9, 8, 8, 16, 16, 13, 7, 11, 18, 8, 11, 6]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1423,1100,323,0.7730147576,39.2609896924,55868.3883322914,38069.3883322914,50.7894439384,0.6426987674,0.6365220926,63605.3625,62524.5,0.9,2134.4,456.3832116788,0.0633278783,0.125329925,0.008122139,0.0374923858,0.0128801576,1.31681282e-19,0.0,1954296282.1037302,1776632.9837306638,648646330.4184208,589678.4821985643,1.793701881e-18,4.877047576e-18,1109,314,0.2206605762,9,0,0,9,0.0063246662,0.0,0.0,9,0.0063246662,1fc845274649dfe9ade031e506b88f17c1d4fd2310415249a1678fdae628e061
Alabama,DMDCA_V4,DMDCA,5,0.999,4,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p999\DMDCA_V4\seed5,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 5 --fixed_reliability 0.999 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p999\DMDCA_V4\seed5 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 4 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,2423446912683703478,17568513406166108596,242807615d01f26b618bf2474c8c191b5431614999303085f85b6b1352045e68,"[13, 19, 12, 12, 6, 12, 10, 7, 9, 12, 14, 7, 14, 11, 15, 13, 11, 13, 13, 11, 15, 12, 11, 14, 14, 14, 12, 10, 15, 8, 12, 8, 13, 14, 8, 10, 15, 16, 14, 15, 11, 9, 16, 15, 16, 18, 15, 13, 7, 10, 9, 10, 11, 16, 9, 9, 10, 8, 9, 11, 13, 15, 9, 14, 10, 13, 9, 17, 8, 24, 17, 8, 6, 5, 12, 12, 9, 11, 18, 10, 13, 13, 13, 13, 6, 14, 6, 11, 11, 8, 14, 11, 19, 8, 12, 14, 17, 11, 14, 11, 8, 22, 10, 14, 18, 10, 7, 8, 9, 8, 8, 16, 16, 13, 7, 11, 18, 8, 11, 6]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1423,1117,306,0.7849613493,40.6961842791,57910.6702291535,38072.6702291535,51.8448256304,0.6407712397,0.6300099053,64744.9366666667,62861.8,0.0,2134.4,458.8452554745,0.0647829963,0.1285109188,0.0081216714,0.0374328847,0.0136462451,4.057265068e-19,0.0,2080698164.061099,1862755.7422212167,769106623.643424,688546.6639600932,5.131094604e-18,4.150453849e-17,1125,298,0.2094167252,8,0,0,8,0.0056219255,0.0,0.0,8,0.0056219255,1fc845274649dfe9ade031e506b88f17c1d4fd2310415249a1678fdae628e061
Alabama,DMDCA_V5,DMDCA,5,0.999,5,D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p999\DMDCA_V5\seed5,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Alabama --seed 5 --fixed_reliability 0.999 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Alabama\R0p999\DMDCA_V5\seed5 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 5 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,2423446912683703478,3068919915162646381,242807615d01f26b618bf2474c8c191b5431614999303085f85b6b1352045e68,"[13, 19, 12, 12, 6, 12, 10, 7, 9, 12, 14, 7, 14, 11, 15, 13, 11, 13, 13, 11, 15, 12, 11, 14, 14, 14, 12, 10, 15, 8, 12, 8, 13, 14, 8, 10, 15, 16, 14, 15, 11, 9, 16, 15, 16, 18, 15, 13, 7, 10, 9, 10, 11, 16, 9, 9, 10, 8, 9, 11, 13, 15, 9, 14, 10, 13, 9, 17, 8, 24, 17, 8, 6, 5, 12, 12, 9, 11, 18, 10, 13, 13, 13, 13, 6, 14, 6, 11, 11, 8, 14, 11, 19, 8, 12, 14, 17, 11, 14, 11, 8, 22, 10, 14, 18, 10, 7, 8, 9, 8, 8, 16, 16, 13, 7, 11, 18, 8, 11, 6]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1423,1116,307,0.7842586086,42.5513057514,60550.508084263,38700.508084263,54.2567276741,0.6407720016,0.6343369088,63987.75,62861.6666666667,1.3333333333,2134.4,458.8442822384,0.0657346991,0.1323433804,0.0081182339,0.0371428397,0.014501333,7.659363735e-19,0.0,2146502526.6663864,1923389.3608121742,807155798.3122979,723257.8837923816,9.898093151e-18,6.341809287e-17,1125,298,0.2094167252,9,0,0,9,0.0063246662,0.0,0.0,9,0.0063246662,1fc845274649dfe9ade031e506b88f17c1d4fd2310415249a1678fdae628e061
Arizona,MDCA,MDCA,1,0.996,0,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\MDCA\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 1 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\MDCA\seed1,mdca,120,12.0,9.0,14522583464663214432,3737587677167370884,ab436247d448ea617d3a5398fb4f74bc7adb79425366f0140e55632e04e7a18d,"[8, 13, 16, 19, 16, 15, 14, 14, 11, 17, 9, 16, 10, 7, 8, 10, 13, 13, 10, 16, 21, 10, 10, 9, 13, 12, 6, 9, 12, 13, 14, 11, 5, 8, 15, 14, 5, 13, 15, 11, 9, 10, 13, 19, 6, 15, 9, 11, 18, 8, 11, 14, 13, 10, 13, 16, 17, 4, 8, 13, 15, 6, 15, 12, 11, 12, 12, 16, 11, 10, 12, 17, 11, 12, 14, 15, 9, 8, 18, 8, 14, 9, 15, 14, 10, 9, 11, 11, 13, 15, 13, 14, 18, 11, 9, 17, 12, 9, 14, 21, 6, 5, 8, 12, 13, 13, 18, 6, 13, 5, 13, 15, 12, 4, 7, 9, 9, 17, 12, 7]",False,,,,,2,False,False,False,1.0,500,700,0.2,1425,1408,17,0.9880701754,49.1344526556,70016.5950342373,48384.5950342373,49.7276953368,0.420027526,0.4538196309,205090.2916666667,217779.2,0.0,2473.8,693.5643312102,0.0650254395,0.1271462597,0.00808264,0.047534597,0.0094082025,0.0,0.0,1907364328.7503295,1354662.1653056317,0.0,0.0,0.0,0.0,1425,0,0.0,17,0,0,17,0.0119298246,0.0,0.0,17,0.0119298246,65c2b958053c2f119766612baa65fd8b29e9e0ce7839da418bda1a6fdf5372c0
Arizona,DMDCA_V2,DMDCA,1,0.996,2,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V2\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 1 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V2\seed1 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,14522583464663214432,9475761514817476165,ab436247d448ea617d3a5398fb4f74bc7adb79425366f0140e55632e04e7a18d,"[8, 13, 16, 19, 16, 15, 14, 14, 11, 17, 9, 16, 10, 7, 8, 10, 13, 13, 10, 16, 21, 10, 10, 9, 13, 12, 6, 9, 12, 13, 14, 11, 5, 8, 15, 14, 5, 13, 15, 11, 9, 10, 13, 19, 6, 15, 9, 11, 18, 8, 11, 14, 13, 10, 13, 16, 17, 4, 8, 13, 15, 6, 15, 12, 11, 12, 12, 16, 11, 10, 12, 17, 11, 12, 14, 15, 9, 8, 18, 8, 14, 9, 15, 14, 10, 9, 11, 11, 13, 15, 13, 14, 18, 11, 9, 17, 12, 9, 14, 21, 6, 5, 8, 12, 13, 13, 18, 6, 13, 5, 13, 15, 12, 4, 7, 9, 9, 17, 12, 7]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1425,1406,19,0.9866666667,44.981725054,64098.9582020065,42515.9582020065,45.5895862034,0.3829630884,0.4151894849,219595.8805555556,231696.8666666667,0.0666666667,2473.8,737.8881104034,0.0702496089,0.1363162295,0.0080849564,0.0438118235,0.0147656916,5.771101749e-19,0.0,2559076277.2603235,1820111.1502562757,599616446.3412154,426469.7342398402,7.193837642e-18,4.765316954e-17,1425,0,0.0,19,0,0,19,0.0133333333,0.0,0.0,19,0.0133333333,65c2b958053c2f119766612baa65fd8b29e9e0ce7839da418bda1a6fdf5372c0
Arizona,DMDCA_V3,DMDCA,1,0.996,3,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V3\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 1 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V3\seed1 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 3 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,14522583464663214432,4165612035876135355,ab436247d448ea617d3a5398fb4f74bc7adb79425366f0140e55632e04e7a18d,"[8, 13, 16, 19, 16, 15, 14, 14, 11, 17, 9, 16, 10, 7, 8, 10, 13, 13, 10, 16, 21, 10, 10, 9, 13, 12, 6, 9, 12, 13, 14, 11, 5, 8, 15, 14, 5, 13, 15, 11, 9, 10, 13, 19, 6, 15, 9, 11, 18, 8, 11, 14, 13, 10, 13, 16, 17, 4, 8, 13, 15, 6, 15, 12, 11, 12, 12, 16, 11, 10, 12, 17, 11, 12, 14, 15, 9, 8, 18, 8, 14, 9, 15, 14, 10, 9, 11, 11, 13, 15, 13, 14, 18, 11, 9, 17, 12, 9, 14, 21, 6, 5, 8, 12, 13, 13, 18, 6, 13, 5, 13, 15, 12, 4, 7, 9, 9, 17, 12, 7]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1425,1402,23,0.9838596491,42.9620796569,61220.9635110231,38846.9635110231,43.6668783959,0.3578063548,0.3883944471,229657.3958333334,241143.2,1.3,2473.8,767.9719745223,0.0714201109,0.1344757232,0.008085426,0.0427813089,0.0160365302,1.311559832e-19,0.0,2762518535.6658516,1970412.6502609497,790281936.2330306,563681.8375413913,1.595490484e-18,9.392664502e-18,1425,0,0.0,23,0,0,23,0.0161403509,0.0,0.0,23,0.0161403509,65c2b958053c2f119766612baa65fd8b29e9e0ce7839da418bda1a6fdf5372c0
Arizona,DMDCA_V4,DMDCA,1,0.996,4,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V4\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 1 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V4\seed1 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 4 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,14522583464663214432,10605771232949311074,ab436247d448ea617d3a5398fb4f74bc7adb79425366f0140e55632e04e7a18d,"[8, 13, 16, 19, 16, 15, 14, 14, 11, 17, 9, 16, 10, 7, 8, 10, 13, 13, 10, 16, 21, 10, 10, 9, 13, 12, 6, 9, 12, 13, 14, 11, 5, 8, 15, 14, 5, 13, 15, 11, 9, 10, 13, 19, 6, 15, 9, 11, 18, 8, 11, 14, 13, 10, 13, 16, 17, 4, 8, 13, 15, 6, 15, 12, 11, 12, 12, 16, 11, 10, 12, 17, 11, 12, 14, 15, 9, 8, 18, 8, 14, 9, 15, 14, 10, 9, 11, 11, 13, 15, 13, 14, 18, 11, 9, 17, 12, 9, 14, 21, 6, 5, 8, 12, 13, 13, 18, 6, 13, 5, 13, 15, 12, 4, 7, 9, 9, 17, 12, 7]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1425,1404,21,0.9852631579,45.216594425,64433.6470556366,39643.6470556366,45.8929110083,0.3712513901,0.3976292759,226189.725,236094.6,0.8,2473.8,751.8936305732,0.0722345193,0.1389963015,0.0080849246,0.0423705667,0.0167697943,3.641807297e-19,0.0,2853963742.335719,2032737.7082163242,883125777.2266854,629006.9638366705,4.470728768e-18,3.616748435e-17,1425,0,0.0,21,0,0,21,0.0147368421,0.0,0.0,21,0.0147368421,65c2b958053c2f119766612baa65fd8b29e9e0ce7839da418bda1a6fdf5372c0
Arizona,DMDCA_V5,DMDCA,1,0.996,5,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V5\seed1,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 1 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V5\seed1 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 5 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,14522583464663214432,255717348173470011,ab436247d448ea617d3a5398fb4f74bc7adb79425366f0140e55632e04e7a18d,"[8, 13, 16, 19, 16, 15, 14, 14, 11, 17, 9, 16, 10, 7, 8, 10, 13, 13, 10, 16, 21, 10, 10, 9, 13, 12, 6, 9, 12, 13, 14, 11, 5, 8, 15, 14, 5, 13, 15, 11, 9, 10, 13, 19, 6, 15, 9, 11, 18, 8, 11, 14, 13, 10, 13, 16, 17, 4, 8, 13, 15, 6, 15, 12, 11, 12, 12, 16, 11, 10, 12, 17, 11, 12, 14, 15, 9, 8, 18, 8, 14, 9, 15, 14, 10, 9, 11, 11, 13, 15, 13, 14, 18, 11, 9, 17, 12, 9, 14, 21, 6, 5, 8, 12, 13, 13, 18, 6, 13, 5, 13, 15, 12, 4, 7, 9, 9, 17, 12, 7]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1425,1402,23,0.9838596491,47.3299480757,67445.1760078078,39930.1760078078,48.106402288,0.3702360307,0.3946450189,227310.3111111111,236475.8666666667,0.2666666667,2473.8,753.1078556263,0.0731870636,0.1392439611,0.008083777,0.0415528,0.0177846131,7.046540796e-19,0.0,2979423223.9768133,2125123.5549050025,997410667.8630272,711419.8772204189,8.105272776e-18,4.550271946e-17,1425,0,0.0,23,0,0,23,0.0161403509,0.0,0.0,23,0.0161403509,65c2b958053c2f119766612baa65fd8b29e9e0ce7839da418bda1a6fdf5372c0
Arizona,MDCA,MDCA,2,0.996,0,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\MDCA\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 2 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\MDCA\seed2,mdca,120,12.0,9.0,17371165153394102535,12017847392608320075,f818ce0a9b7ae042394d7ffcafbed9c1dd8c3879b8dbb8fb57c8ed1f23bf9f95,"[11, 7, 10, 13, 11, 10, 7, 10, 16, 6, 10, 9, 10, 9, 12, 13, 14, 12, 9, 11, 18, 6, 7, 8, 7, 8, 11, 9, 14, 14, 8, 17, 10, 9, 8, 12, 10, 12, 11, 11, 11, 9, 11, 11, 11, 14, 11, 9, 15, 14, 16, 14, 14, 14, 11, 12, 9, 7, 12, 15, 11, 14, 10, 12, 8, 12, 10, 10, 13, 9, 15, 19, 18, 21, 18, 10, 9, 12, 14, 11, 12, 9, 14, 10, 19, 8, 5, 15, 9, 15, 13, 9, 11, 12, 8, 9, 10, 19, 15, 11, 17, 11, 14, 14, 12, 14, 14, 18, 17, 12, 16, 13, 13, 16, 9, 15, 12, 6, 15, 15]",False,,,,,2,False,False,False,1.0,500,700,0.2,1422,1410,12,0.9915611814,48.4935891595,68957.883784789,46820.883784789,48.9063005566,0.5038293424,0.4105386767,220601.0666666666,185687.8,0.2,2102.4,591.3624203822,0.065721013,0.1254874042,0.0081354259,0.0483464616,0.0092391255,0.0,0.0,1913900888.0610998,1357376.51635539,0.0,0.0,0.0,0.0,1422,0,0.0,12,0,0,12,0.0084388186,0.0,0.0,12,0.0084388186,add7b226817af3e7597938d4de55886cba5d4a76f032c18c2a26f99d50a78285
Arizona,DMDCA_V2,DMDCA,2,0.996,2,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V2\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 2 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V2\seed2 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 2 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,17371165153394102535,4836232127056779440,f818ce0a9b7ae042394d7ffcafbed9c1dd8c3879b8dbb8fb57c8ed1f23bf9f95,"[11, 7, 10, 13, 11, 10, 7, 10, 16, 6, 10, 9, 10, 9, 12, 13, 14, 12, 9, 11, 18, 6, 7, 8, 7, 8, 11, 9, 14, 14, 8, 17, 10, 9, 8, 12, 10, 12, 11, 11, 11, 9, 11, 11, 11, 14, 11, 9, 15, 14, 16, 14, 14, 14, 11, 12, 9, 7, 12, 15, 11, 14, 10, 12, 8, 12, 10, 10, 13, 9, 15, 19, 18, 21, 18, 10, 9, 12, 14, 11, 12, 9, 14, 10, 19, 8, 5, 15, 9, 15, 13, 9, 11, 12, 8, 9, 10, 19, 15, 11, 17, 11, 14, 14, 12, 14, 14, 18, 17, 12, 16, 13, 13, 16, 9, 15, 12, 6, 15, 15]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1422,1407,15,0.9894514768,44.531473622,63323.7554905281,41234.7554905281,45.0062228078,0.4659055545,0.3777671726,232865.5333333334,199880.4666666667,0.6,2102.4,636.5619957537,0.0720086462,0.1353351687,0.0081402667,0.0445228379,0.0155705023,6.056737083e-19,0.0,2574321987.216339,1829653.1536718828,593155477.8790699,421574.6111436176,7.422237516e-18,4.872654953e-17,1422,0,0.0,15,0,0,15,0.0105485232,0.0,0.0,15,0.0105485232,add7b226817af3e7597938d4de55886cba5d4a76f032c18c2a26f99d50a78285
Arizona,DMDCA_V3,DMDCA,2,0.996,3,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V3\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 2 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V3\seed2 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 3 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,17371165153394102535,12212449990934311995,f818ce0a9b7ae042394d7ffcafbed9c1dd8c3879b8dbb8fb57c8ed1f23bf9f95,"[11, 7, 10, 13, 11, 10, 7, 10, 16, 6, 10, 9, 10, 9, 12, 13, 14, 12, 9, 11, 18, 6, 7, 8, 7, 8, 11, 9, 14, 14, 8, 17, 10, 9, 8, 12, 10, 12, 11, 11, 11, 9, 11, 11, 11, 14, 11, 9, 15, 14, 16, 14, 14, 14, 11, 12, 9, 7, 12, 15, 11, 14, 10, 12, 8, 12, 10, 10, 13, 9, 15, 19, 18, 21, 18, 10, 9, 12, 14, 11, 12, 9, 14, 10, 19, 8, 5, 15, 9, 15, 13, 9, 11, 12, 8, 9, 10, 19, 15, 11, 17, 11, 14, 14, 12, 14, 14, 18, 17, 12, 16, 13, 13, 16, 9, 15, 12, 6, 15, 15]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1422,1402,20,0.9859353024,42.5572534818,60516.4144510946,37497.4144510946,43.1643469694,0.4316954974,0.3527548455,242226.1916666666,212683.3,0.3,2102.4,677.3353503185,0.0739063596,0.1349109149,0.0081355531,0.0429989216,0.0176901363,1.540464142e-19,0.0,2841081295.40254,2026448.855493966,871618093.6649225,621696.2151675624,1.730662983e-18,1.340322332e-17,1422,0,0.0,20,0,0,20,0.0140646976,0.0,0.0,20,0.0140646976,add7b226817af3e7597938d4de55886cba5d4a76f032c18c2a26f99d50a78285
Arizona,DMDCA_V4,DMDCA,2,0.996,4,D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V4\seed2,D:\coding\Anaconda3_2024.10\envs\SFC\python.exe D:\Study\Code_1\online_mdca_sim_delay_split_strict.py --edge_csv D:\Study\Code_1\Edge_devices.csv --time_slots 120 --arrival_rate 12 --mean_service_time 9 --k 6 --algo mdca --cap_scale 0.2 --backhaul_knn_k 4 --backhaul_bw_scale 0.5 --max_backup_level 2 --region Arizona --seed 2 --fixed_reliability 0.996 --out_dir D:\Study\Code_1\paper_data\split_count_sensitivity\Arizona\R0p996\DMDCA_V4\seed2 --diversity --p_split 0.3 --explicit_split_replicas --split_replica_count 4 --split_reliability_mode identical_active_pool,mdca,120,12.0,9.0,17371165153394102535,8373348553435308758,f818ce0a9b7ae042394d7ffcafbed9c1dd8c3879b8dbb8fb57c8ed1f23bf9f95,"[11, 7, 10, 13, 11, 10, 7, 10, 16, 6, 10, 9, 10, 9, 12, 13, 14, 12, 9, 11, 18, 6, 7, 8, 7, 8, 11, 9, 14, 14, 8, 17, 10, 9, 8, 12, 10, 12, 11, 11, 11, 9, 11, 11, 11, 14, 11, 9, 15, 14, 16, 14, 14, 14, 11, 12, 9, 7, 12, 15, 11, 14, 10, 12, 8, 12, 10, 10, 13, 9, 15, 19, 18, 21, 18, 10, 9, 12, 14, 11, 12, 9, 14, 10, 19, 8, 5, 15, 9, 15, 13, 9, 11, 12, 8, 9, 10, 19, 15, 11, 17, 11, 14, 14, 12, 14, 14, 18, 17, 12, 16, 13, 13, 16, 9, 15, 12, 6, 15, 15]",True,0.3,identical_active_pool,,,2,True,False,False,1.0,500,700,0.2,1422,1402,20,0.9859353024,44.9890440941,63974.4207018105,38756.4207018105,45.63082789,0.4493581422,0.360830676,239203.8783333334,206073.2,0.0,2102.4,656.2840764331,0.0736655013,0.1347918144,0.0081348229,0.0427099671,0.0174810524,3.721241693e-19,0.0,2843953887.6176853,2028497.780041145,867978053.9190204,619099.8958052928,3.967961961e-18,3.35524253e-17,1422,0,0.0,20,0,0,20,0.0140646976,0.0,0.0,20,0.0140646976,add7b226817af3e7597938d4de55886cba5d4a76f032c18c2a26f99d50a78285
