region,fixed_reliability,method,share,share_tag,domain_count,domain_failure_prob,total_accepted_mean,total_accepted_std,total_accepted_count,expected_target_satisfaction_ratio_mean,expected_target_satisfaction_ratio_std,expected_target_satisfaction_ratio_count,expected_reliability_mean,expected_reliability_std,expected_reliability_count,expected_reliability_loss_mean,expected_reliability_loss_std,expected_reliability_loss_count,total_accepted_ci95,expected_target_satisfaction_ratio_ci95,expected_reliability_ci95,expected_reliability_loss_ci95
Arizona,0.996,DMDCA,"0.5,0.5",0p5_0p5,6,0.05,1428.2,32.3063461258001,5,0.8348225376586615,0.0022067795345606326,5,0.9602373787181279,0.001664081327153261,5,0.03763239646218523,0.0016657926964850575,5,28.317760928434996,0.0019343275478480983,0.0014586315953002832,0.001460131676659199
Arizona,0.996,DMDCA,"0.6,0.4",0p6_0p4,6,0.0,1428.4,32.2071420650762,5,1.0,0.0,5,0.9978698288246578,4.196931233644772e-05,5,2.2204460492503132e-17,2.105622189846737e-15,5,28.230804735253294,0.0,3.6787724258442335e-05,1.8456592257602744e-15
Arizona,0.996,DMDCA,"0.6,0.4",0p6_0p4,6,0.01,1428.4,32.2071420650762,5,0.9649317835289795,0.000569904486725891,5,0.9906494364170377,0.0003238660664057087,5,0.007220392407620069,0.00031611054766136177,5,28.230804735253294,0.0004995433078164874,0.0002838811237147464,0.0002770831118063929
Arizona,0.996,DMDCA,"0.6,0.4",0p6_0p4,6,0.03,1428.4,32.2071420650762,5,0.8978920288282459,0.0016024708626457215,5,0.9756351078863119,0.0009235443443922596,5,0.02223472093834593,0.0009174139502819182,5,28.230804735253294,0.001404627642088706,0.0008095223102442568,0.0008041487828840965
Arizona,0.996,DMDCA,"0.6,0.4",0p6_0p4,6,0.05,1428.4,32.2071420650762,5,0.834814126237861,0.0025011189578604356,5,0.9598786333278883,0.0014831057296504895,5,0.03799119549676959,0.0014772037461183475,5,28.230804735253294,0.002192327427759036,0.0012999994898926213,0.0012948261732316827
Arizona,0.996,DMDCA,"0.7,0.3",0p7_0p3,6,0.0,1429.0,33.78609181305233,5,1.0,0.0,5,0.9978701270567569,4.124895434646568e-05,5,6.661338147750939e-17,2.10883933792583e-15,5,29.61481521130935,0.0,3.6156302640410885e-05,1.8484791803853003e-15
Arizona,0.996,DMDCA,"0.7,0.3",0p7_0p3,6,0.01,1429.0,33.78609181305233,5,0.9647224238959561,0.0006280137635036886,5,0.9906500997567813,0.00036207054192243074,5,0.007220027299975662,0.0003517559306475684,5,29.61481521130935,0.0005504783346718887,0.0003173688230003858,0.0003083276675873325
Arizona,0.996,DMDCA,"0.7,0.3",0p7_0p3,6,0.03,1429.0,33.78609181305233,5,0.8973009970431518,0.0017568529879814047,5,0.9756231423330017,0.0010304856678535093,5,0.022246984723755237,0.0010215880071001368,5,29.61481521130935,0.0015399495413792198,0.0009032605132386077,0.0008954613697187817
Arizona,0.996,DMDCA,"0.7,0.3",0p7_0p3,6,0.05,1429.0,33.78609181305233,5,0.8338881473266919,0.0027280200076408513,5,0.959837624629442,0.0016550059618509233,5,0.03803250242731506,0.0016463556067029005,5,29.61481521130935,0.0023912149669772596,0.0014506766868755182,0.001443094316276433
Arizona,0.996,MDCA,none,none,6,0.0,1431.8,33.618447316912174,5,1.0,0.0,5,0.9978719055770385,3.998518600878296e-05,5,6.661338147750939e-17,2.079409492318113e-15,5,29.46786833145553,0.0,3.50485608513906e-05,1.822682783329598e-15
Arizona,0.996,MDCA,none,none,6,0.01,1431.8,33.618447316912174,5,0.9652991909564156,0.00047450662243553993,5,0.9897434894107654,0.00020959456302077647,5,0.008128416166273267,0.00019001805835657193,5,29.46786833145553,0.0004159233929075593,0.00018371773472649133,0.000166558171811624
Arizona,0.996,MDCA,none,none,6,0.03,1431.8,33.618447316912174,5,0.8989575504705352,0.0013265050472595853,5,0.972979125895263,0.000577936491808374,5,0.02489277968177559,0.0005595301693374296,5,29.46786833145553,0.0011627329396022503,0.0005065836706856109,0.0004904498176873804
Arizona,0.996,MDCA,none,none,6,0.05,1431.8,33.618447316912174,5,0.8365307010914798,0.0020578115838266425,5,0.9555606771768481,0.000933942031086625,5,0.042311228400190595,0.0009150978751111925,5,29.46786833145553,0.0018037513818385715,0.0008186362844731229,0.0008021186534871811
